Branch_ID,Branch_NM,Country_Name,,Last_History_Date
BR2332,Bohn Motor Company Automobile Dealership, Vanuatu,,24/10/2019
BR2342,Buick Automobile Company Building,  Vatican City,,25/10/2019
BR2352,Cadillac Automobile Company Building, Venezuela,,26/10/2019
BR2362,Casa de cadillac, Vietnam,,27/10/2019
BR2372,Cass Motor Sales," Virgin Islands, British (UK)",,28/10/2019
BR2382,Claremore Auto Dealership," Virgin Islands, United States (US)",,29/10/2019
BR2392,Clemens Automobile Company Building, Wallis and Futuna (France),,30/10/2019
BR2402,Colman Automotive Building, Western Sahara,,31/10/2019
BR2412,H Street Playhouse, Yemen,,01/11/2019
BR2422,Howard Motor Company Building, Zambia,,02/11/2019
BR2432,Hupmobile Building, Zimbabwe,,03/11/2019
BR2442,Jennings Ford Automobile Dealership,Nepal,,04/11/2019
BR2452,Jones Motor Company, United States of America,,05/11/2019
BR2462,Kindel Building, United States of America,,06/11/2019
BR0003,AC Cars Motors, Afghanistan,,07/11/2019
BR0013,Acura Motors, Akrotiri and Dhekelia (UK),,08/11/2019
BR0023,Aixam-Mega (including Arola) Motors, Åland Islands (Finland),,09/11/2019
BR0033,Alfa Romeo Motors, Albania,,10/11/2019
BR0043,Alpine Motors, Algeria,,11/11/2019
BR0053,Alvis Motors, American Samoa (US),,12/11/2019
BR0063,"AMC, Eagle Motors", Andorra,,13/11/2019
BR0073,Anadol Motors, Angola,,14/11/2019
BR0083,Ariel Motors, Anguilla (UK),,15/11/2019
BR0093,ARO Motors, Antigua and Barbuda,,16/11/2019
BR0103,Artega Motors, Argentina,,17/11/2019
BR0113,Asia Motors Motors, Armenia,,18/11/2019
BR0123,Aston Martin Motors, Artsakh,,19/11/2019
BR0133,Audi Motors, Aruba (Netherlands),,20/11/2019
BR0143,Autobianchi Motors, Australia,,21/11/2019
BR0153,Auto-Union Motors, Austria,,22/11/2019
BR0163,Auverland Motors, Azerbaijan,,23/11/2019
BR0173,Bentley Motors, Bahamas,,24/11/2019
BR0183,Bitter Motors, Bahrain,,25/11/2019
BR0193,BMW Motors, Bangladesh,,26/11/2019
BR0203,Bond Motors, Barbados,,27/11/2019
BR0213,Borgward (including Goliath and Lloyd) Motors, Belarus,,28/11/2019
BR0223,Bristol Motors, Belgium,,29/11/2019
BR0233,British Leyland Motors, Belize,,30/11/2019
BR0243,Austin-Healey Motors, Benin,,01/12/2019
BR0253,"Austin, Rover Motors", Bermuda (UK),,02/12/2019
BR0263,Bugatti Motors, Bhutan,,03/12/2019
BR0273,Buick Motors, Bolivia,,04/12/2019
BR0283,Bytom Motors, Bosnia and Herzegovina,,05/12/2019
BR0293,Cadillac Motors, Botswana,,06/12/2019
BR0303,Caterham Motors, Brazil,,07/12/2019
BR0313,Checker Motors, Brunei,,08/12/2019
BR0323,Chevrolet Motors, Bulgaria,,09/12/2019
BR0333,Chevrolet India Motors, Burkina Faso,,10/12/2019
BR0343,Chrysler Motors, Burundi,,11/12/2019
BR0353,Chrysler Europe Motors, Cambodia,,12/12/2019
BR0363,Citroën Motors, Cameroon,,13/12/2019
BR0373,Cizeta-Moroder Motors, Canada,,14/12/2019
BR0383,Dacia Motors, Cape Verde,,15/12/2019
BR0393,"Daewoo, Saehan, Chevrolet Korea Motors", Cayman Islands (UK),,16/12/2019
BR0403,DAF Motors, Central African Republic,,17/12/2019
BR0413,Daihatsu Motors, Chad,,18/12/2019
BR0423,Daimler Motors, Chile,,19/12/2019
BR0433,Datsun Motors," China, People's Republic of",,20/12/2019
BR0443,Delahaye Motors, Christmas Island (Australia),,21/12/2019
BR0453,DeLorean Motors, Cocos (Keeling) Islands (Australia),,22/12/2019
BR0463,DeSoto Motors, Colombia,,23/12/2019
BR0473,De Tomaso Motors, Comoros,,24/12/2019
BR0483,Dodge Motors," Congo, Democratic Republic of the",,25/12/2019
BR0493,Donkervoort Motors," Congo, Republic of the",,26/12/2019
BR0503,Edsel Motors, Cook Islands (New Zealand),,27/12/2019
BR0513,e.GO Mobile Motors, Costa Rica,,28/12/2019
BR0523,Eicher Polaris Motors, Côte d'Ivoire,,29/12/2019
BR0533,Elva Motors, Croatia,,30/12/2019
BR0543,Facel Vega Motors, Cuba,,31/12/2019
BR0553,Ferrari Motors, Curaçao (Netherlands),,01/01/2020
BR0563,Fiat Motors, Cyprus,,02/01/2020
BR0573,Fiat do Brasil Motors, Czech Republic,,03/01/2020
BR0583,Fiat India Motors, Denmark,,04/01/2020
BR0593,"Fisker, Karma Motors", Djibouti,,05/01/2020
BR0603,Ford America Motors, Dominica,,06/01/2020
BR0613,Ford Australia Motors, Dominican Republic,,07/01/2020
BR0623,Ford do Brasil Motors, East Timor,,08/01/2020
BR0633,Ford Europe Motors, Ecuador,,09/01/2020
BR0643,Ford India Motors, Egypt,,10/01/2020
BR0653,Freightliner Motors, El Salvador,,11/01/2020
BR0663,FSO Motors, Equatorial Guinea,,12/01/2020
BR0673,GAZ Motors, Eritrea,,13/01/2020
BR0683,Geo Motors, Estonia,,14/01/2020
BR0693,Gilbern Motors, Eswatini,,15/01/2020
BR0703,Ginetta Motors, Ethiopia,,16/01/2020
BR0713,Glas Motors, Falkland Islands (UK),,17/01/2020
BR0723,GMC Motors, Faroe Islands (Denmark),,18/01/2020
BR0733,GTA Spano Motors, Fiji,,19/01/2020
BR0743,Gumpert Motors, Finland,,20/01/2020
BR0753,Healey Motors, France,,21/01/2020
BR0763,Heinkel Motors, French Guiana (France),,22/01/2020
BR0773,Hennessey Motors, French Polynesia (France),,23/01/2020
BR0783,Hillman Motors, Gabon,,24/01/2020
BR0793,Hindustan Motors," Gambia, The",,25/01/2020
BR0803,Holden Motors, Georgia,,26/01/2020
BR0813,Honda Motors, Germany,,27/01/2020
BR0823,Honda India Motors, Ghana,,28/01/2020
BR0833,Hudson Motors, Gibraltar (UK),,29/01/2020
BR0843,Humber Motors, Greece,,30/01/2020
BR0853,Hummer Motors, Greenland (Denmark),,31/01/2020
BR0863,Hyundai Motors, Grenada,,01/02/2020
BR0873,"IFA (including Trabant, Wartburg, Barkas) Motors", Guam (US),,02/02/2020
BR0883,Infiniti Motors, Guatemala,,03/02/2020
BR0893,Innocenti Motors, Guernsey (UK),,04/02/2020
BR0903,Invicta Motors, Guinea,,05/02/2020
BR0913,Isdera Motors, Guinea-Bissau,,06/02/2020
BR0923,Iso Motors, Guyana,,07/02/2020
BR0933,Isotta Fraschini Motors, Haiti,,08/02/2020
BR0943,Isuzu Motors, Honduras,,09/02/2020
BR0953,Iveco Motors, Hungary,,10/02/2020
BR0963,Jaguar Motors, Iceland,,11/02/2020
BR0973,Jeep Motors, India,,12/02/2020
BR0983,Jensen Motors, Indonesia,,13/02/2020
BR0993,JPX Motors, Iran,,14/02/2020
BR1003,Kia Motors, Iraq,,15/02/2020
BR1013,Koenigsegg Motors, Ireland,,16/02/2020
BR1023,KTM Motors, Isle of Man (UK),,17/02/2020
BR1033,Lada Motors, Israel,,18/02/2020
BR1043,Lamborghini Motors, Italy,,19/02/2020
BR1053,Lancia Motors, Jamaica,,20/02/2020
BR1063,Land Rover Motors, Japan,,21/02/2020
BR1073,Lexus Motors, Jersey (UK),,22/02/2020
BR1083,Ligier Motors, Jordan,,23/02/2020
BR1093,Lincoln Motors, Kazakhstan,,24/02/2020
BR1103,Lotus Motors, Kenya,,25/02/2020
BR1113,LTI Motors, Kiribati,,26/02/2020
BR1123,LuAZ Motors," Korea, North",,27/02/2020
BR1133,Lynx Motors," Korea, South",,28/02/2020
BR1143,Mahindra Motors, Kosovo,,29/02/2020
BR1153,Marcos Motors, Kuwait,,01/03/2020
BR1163,Marlin Motors, Kyrgyzstan,,02/03/2020
BR1173,Maruti Motors, Laos,,03/03/2020
BR1183,Maserati Motors, Latvia,,04/03/2020
BR1193,Mastretta Motors, Lebanon,,05/03/2020
BR1203,"Matra (including Deutsch-Bonnet, René Bonnet) Motors", Lesotho,,06/03/2020
BR1213,Mazda Motors, Liberia,,07/03/2020
BR1223,Mazzanti Motors, Libya,,08/03/2020
BR1233,McLaren Motors, Liechtenstein,,09/03/2020
BR1243,Mercedes-Benz (including Maybach) Motors, Lithuania,,10/03/2020
BR1253,Mercury Motors, Luxembourg,,11/03/2020
BR1263,Merkur Motors, Madagascar,,12/03/2020
BR1273,Messerschmitt Motors, Malawi,,13/03/2020
BR1283,Mia Motors, Malaysia,,14/03/2020
BR1293,Micro Motors, Maldives,,15/03/2020
BR1303,Mini Motors, Mali,,16/03/2020
BR1313,Mitsubishi Motors, Malta,,17/03/2020
BR1323,Monica Motors, Marshall Islands,,18/03/2020
BR1333,Monteverdi Motors, Mauritania,,19/03/2020
BR1343,Morgan Motors, Mauritius,,20/03/2020
BR1353,Moskwitch Motors, Mayotte (France),,21/03/2020
BR1363,Nash Motors, Mexico,,22/03/2020
BR1373,Naza Motors, Federated States of Micronesia,,23/03/2020
BR1383,Nissan Motors, Moldova,,24/03/2020
BR1393,Nissan India Motors, Monaco,,25/03/2020
BR1403,Noble Motors, Mongolia,,26/03/2020
BR1413,NSU Motors, Montenegro,,27/03/2020
BR1423,Oldsmobile Motors, Montserrat (UK),,28/03/2020
BR1433,Oltcit Motors, Morocco,,29/03/2020
BR1443,Opel Motors, Mozambique,,30/03/2020
BR1453,Packard Motors, Myanmar,,31/03/2020
BR1463,Pagani Motors, Namibia,,01/04/2020
BR1473,Panhard Motors, Nauru,,02/04/2020
BR1483,Panoz Motors,   Nepal,,03/04/2020
BR1493,Panther Motors, Netherlands,,04/04/2020
BR1503,Peel Motors, New Caledonia (France),,05/04/2020
BR1513,Perodua Motors, New Zealand,,06/04/2020
BR1523,Peugeot Motors, Nicaragua,,07/04/2020
BR1533,PGO Motors, Niger,,08/04/2020
BR1543,Piaggio Motors, Nigeria,,09/04/2020
BR1553,Plymouth Motors, Niue (New Zealand),,10/04/2020
BR1563,Polestar Motors, Norfolk Island (Australia),,11/04/2020
BR1573,"Pontiac, Asüna Motors", North Macedonia,,12/04/2020
BR1583,Porsche Motors, Northern Cyprus,,13/04/2020
BR1593,Premier Motors, Northern Mariana Islands (US),,14/04/2020
BR1603,Proton Motors, Norway,,15/04/2020
BR1613,Puma Motors, Oman,,16/04/2020
BR1623,Ranger Motors, Pakistan,,17/04/2020
BR1633,Reliant Motors, Palau,,18/04/2020
BR1643,Renault Motors, State of Palestine,,19/04/2020
BR1653,Rivian Motors, Panama,,20/04/2020
BR1663,Rolls-Royce Motors, Papua New Guinea,,21/04/2020
BR1673,Saab Motors, Paraguay,,22/04/2020
BR1683,SAIC Motor Motors, Peru,,23/04/2020
BR1693,Saleen Motors, Philippines,,24/04/2020
BR1703,Samsung Motors, Pitcairn Islands (UK),,25/04/2020
BR1713,San Motors, Poland,,26/04/2020
BR1723,Santa Matilde Motors, Portugal,,27/04/2020
BR1733,Santana Motors, Puerto Rico (US),,28/04/2020
BR1743,Saturn Motors, Qatar,,29/04/2020
BR1753,Scion Motors, Romania,,30/04/2020
BR1763,Seat Motors, Russia,,01/05/2020
BR1773,Shelby SuperCars Motors, Rwanda,,02/05/2020
BR1783,Simca Motors, Saint Barthélemy (France),,03/05/2020
BR1793,Simca do Brasil Motors, Saint Helena (UK),,04/05/2020
BR1803,Singer Motors, Saint Kitts and Nevis,,05/05/2020
BR1813,Skoda Motors, Saint Lucia,,06/05/2020
BR1823,Smart Motors, Saint Martin (France),,07/05/2020
BR1833,Spyker Motors, Saint Pierre and Miquelon (France),,08/05/2020
BR1843,SsangYong Motors, Saint Vincent and the Grenadines,,09/05/2020
BR1853,Standard-Triumph Motors, Samoa,,10/05/2020
BR1863,Studebaker Motors, San Marino,,11/05/2020
BR1873,Subaru Motors, São Tomé and Príncipe,,12/05/2020
BR1883,Sunbeam Motors, Saudi Arabia,,13/05/2020
BR1893,Suzuki Motors, Senegal,,14/05/2020
BR1903,Tata Motors, Serbia,,15/05/2020
BR1913,Tatra Motors, Seychelles,,16/05/2020
BR1923,Tazzari Motors, Sierra Leone,,17/05/2020
BR1933,Tesla Motors, Singapore,,18/05/2020
BR1943,Tornado Motors, Sint Maarten (Netherlands),,19/05/2020
BR1953,Toyota Motors, Slovakia,,20/05/2020
BR1963,Toyota India Motors, Slovenia,,21/05/2020
BR1973,Turner Motors, Solomon Islands,,22/05/2020
BR1983,TVR Motors, Somalia,,23/05/2020
BR1993,UAZ Motors, Somaliland,,24/05/2020
BR2003,Vauxhall Motors, South Africa,,25/05/2020
BR2013,Venturi Motors, South Georgia and the South Sandwich Islands (UK),,26/05/2020
BR2023,Volkswagen Motors, South Ossetia,,27/05/2020
BR2033,Volkswagen do Brasil Motors, South Sudan,,28/05/2020
BR2043,Volkswagen South Africa Motors, Spain,,29/05/2020
BR2053,Volvo Motors, Sri Lanka,,30/05/2020
BR2063,Westfield Motors, Sudan,,31/05/2020
BR2073,Wiesmann Motors, Suriname,,01/06/2020
BR2083,Zastava Motors, Svalbard and Jan Mayen (Norway),,02/06/2020
BR2093,ZAZ Motors, Sweden,,03/06/2020
BR2103,ZIL Motors,  Switzerland,,04/06/2020
BR2113,Audi Motors, Syria,,05/06/2020
BR2123,DKW Motors, Taiwan,,06/06/2020
BR2133,Horch Motors, Tajikistan,,07/06/2020
BR2143,Wanderer Motors, Tanzania,,08/06/2020
BR2153,Maybach  Motors, Thailand,,09/06/2020
BR2163,Izh  Motors, Togo,,10/06/2020
BR2173,Lagonda  Motors, Tokelau (New Zealand),,11/06/2020
BR2183,MG  Motors, Tonga,,12/06/2020
BR2193,Morris  Motors, Transnistria (Moldova),,13/06/2020
BR2203,Austin  Motors, Trinidad and Tobago,,14/06/2020
BR2213,Riley  Motors, Tunisia,,15/06/2020
BR2223,Wolseley  Motors, Turkey,,16/06/2020
BR2233,Standard  Motors, Turkmenistan,,17/06/2020
BR2243,Talbot  Motors, Turks and Caicos Islands (UK),,18/06/2020
BR2253,Das Motors, Tuvalu,,19/06/2020
BR2263,Ramani Motors, Uganda,,20/06/2020
BR2273,Deccan Motors, Ukraine,,21/06/2020
BR2283,Herald Motors, United Arab Emirates,,22/06/2020
BR2293,Zion Automobils, United Kingdom,,23/06/2020
BR2303,Atlantic Motor Company, United States of America,,24/06/2020
BR2313,2008 NRHP-listed, Uruguay,,25/06/2020
BR2323,Blankinship Motor Company Building, Uzbekistan,,26/06/2020
BR2333,Bohn Motor Company Automobile Dealership, Vanuatu,,27/06/2020
BR2343,Buick Automobile Company Building,  Vatican City,,28/06/2020
BR2353,Cadillac Automobile Company Building, Venezuela,,29/06/2020
BR2363,Casa de cadillac, Vietnam,,30/06/2020
BR2373,Cass Motor Sales," Virgin Islands, British (UK)",,01/07/2020
BR2383,Claremore Auto Dealership," Virgin Islands, United States (US)",,02/07/2020
BR2393,Clemens Automobile Company Building, Wallis and Futuna (France),,03/07/2020
BR2403,Colman Automotive Building, Western Sahara,,04/07/2020
BR2413,H Street Playhouse, Yemen,,05/07/2020
BR2423,Howard Motor Company Building, Zambia,,06/07/2020
BR2433,Hupmobile Building, Zimbabwe,,07/07/2020
BR2443,Jennings Ford Automobile Dealership,Nepal,,08/07/2020
BR2453,Jones Motor Company, United States of America,,09/07/2020
BR2463,Kindel Building, United States of America,,10/07/2020
BR0004,AC Cars Motors, Afghanistan,,11/07/2020
BR0014,Acura Motors, Akrotiri and Dhekelia (UK),,12/07/2020
BR0024,Aixam-Mega (including Arola) Motors, Åland Islands (Finland),,13/07/2020
BR0034,Alfa Romeo Motors, Albania,,14/07/2020
BR0044,Alpine Motors, Algeria,,15/07/2020
BR0054,Alvis Motors, American Samoa (US),,16/07/2020
BR0064,"AMC, Eagle Motors", Andorra,,17/07/2020
BR0074,Anadol Motors, Angola,,18/07/2020
BR0084,Ariel Motors, Anguilla (UK),,19/07/2020
BR0094,ARO Motors, Antigua and Barbuda,,20/07/2020
BR0104,Artega Motors, Argentina,,21/07/2020
BR0114,Asia Motors Motors, Armenia,,22/07/2020
BR0124,Aston Martin Motors, Artsakh,,23/07/2020
BR0134,Audi Motors, Aruba (Netherlands),,24/07/2020
BR0144,Autobianchi Motors, Australia,,25/07/2020
BR0154,Auto-Union Motors, Austria,,26/07/2020
BR0164,Auverland Motors, Azerbaijan,,27/07/2020
BR0174,Bentley Motors, Bahamas,,28/07/2020
BR0184,Bitter Motors, Bahrain,,29/07/2020
BR0194,BMW Motors, Bangladesh,,30/07/2020
BR0204,Bond Motors, Barbados,,31/07/2020
BR0214,Borgward (including Goliath and Lloyd) Motors, Belarus,,01/08/2020
BR0224,Bristol Motors, Belgium,,02/08/2020
BR0234,British Leyland Motors, Belize,,03/08/2020
BR0244,Austin-Healey Motors, Benin,,04/08/2020
BR0254,"Austin, Rover Motors", Bermuda (UK),,05/08/2020
BR0264,Bugatti Motors, Bhutan,,06/08/2020
BR0274,Buick Motors, Bolivia,,07/08/2020
BR0284,Bytom Motors, Bosnia and Herzegovina,,08/08/2020
BR0294,Cadillac Motors, Botswana,,09/08/2020
BR0304,Caterham Motors, Brazil,,10/08/2020
BR0314,Checker Motors, Brunei,,11/08/2020
BR0324,Chevrolet Motors, Bulgaria,,12/08/2020
BR0334,Chevrolet India Motors, Burkina Faso,,13/08/2020
BR0344,Chrysler Motors, Burundi,,14/08/2020
BR0354,Chrysler Europe Motors, Cambodia,,15/08/2020
BR0364,Citroën Motors, Cameroon,,16/08/2020
BR0374,Cizeta-Moroder Motors, Canada,,17/08/2020
BR0384,Dacia Motors, Cape Verde,,18/08/2020
BR0394,"Daewoo, Saehan, Chevrolet Korea Motors", Cayman Islands (UK),,19/08/2020
BR0404,DAF Motors, Central African Republic,,20/08/2020
BR0414,Daihatsu Motors, Chad,,21/08/2020
BR0424,Daimler Motors, Chile,,22/08/2020
BR0434,Datsun Motors," China, People's Republic of",,23/08/2020
BR0444,Delahaye Motors, Christmas Island (Australia),,24/08/2020
BR0454,DeLorean Motors, Cocos (Keeling) Islands (Australia),,25/08/2020
BR0464,DeSoto Motors, Colombia,,26/08/2020
BR0474,De Tomaso Motors, Comoros,,27/08/2020
BR0484,Dodge Motors," Congo, Democratic Republic of the",,28/08/2020
BR0494,Donkervoort Motors," Congo, Republic of the",,29/08/2020
BR0504,Edsel Motors, Cook Islands (New Zealand),,30/08/2020
BR0514,e.GO Mobile Motors, Costa Rica,,31/08/2020
BR0524,Eicher Polaris Motors, Côte d'Ivoire,,01/09/2020
BR0534,Elva Motors, Croatia,,02/09/2020
BR0544,Facel Vega Motors, Cuba,,03/09/2020
BR0554,Ferrari Motors, Curaçao (Netherlands),,04/09/2020
BR0564,Fiat Motors, Cyprus,,05/09/2020
BR0574,Fiat do Brasil Motors, Czech Republic,,06/09/2020
BR0584,Fiat India Motors, Denmark,,07/09/2020
BR0594,"Fisker, Karma Motors", Djibouti,,08/09/2020
BR0604,Ford America Motors, Dominica,,09/09/2020
BR0614,Ford Australia Motors, Dominican Republic,,10/09/2020
BR0624,Ford do Brasil Motors, East Timor,,11/09/2020
BR0634,Ford Europe Motors, Ecuador,,12/09/2020
BR0644,Ford India Motors, Egypt,,13/09/2020
BR0654,Freightliner Motors, El Salvador,,14/09/2020
BR0664,FSO Motors, Equatorial Guinea,,15/09/2020
BR0674,GAZ Motors, Eritrea,,16/09/2020
BR0684,Geo Motors, Estonia,,17/09/2020
BR0694,Gilbern Motors, Eswatini,,18/09/2020
BR0704,Ginetta Motors, Ethiopia,,19/09/2020
BR0714,Glas Motors, Falkland Islands (UK),,20/09/2020
BR0724,GMC Motors, Faroe Islands (Denmark),,21/09/2020
BR0734,GTA Spano Motors, Fiji,,22/09/2020
BR0744,Gumpert Motors, Finland,,23/09/2020
BR0754,Healey Motors, France,,24/09/2020
BR0764,Heinkel Motors, French Guiana (France),,25/09/2020
BR0774,Hennessey Motors, French Polynesia (France),,26/09/2020
BR0784,Hillman Motors, Gabon,,27/09/2020
BR0794,Hindustan Motors," Gambia, The",,28/09/2020
BR0804,Holden Motors, Georgia,,29/09/2020
BR0814,Honda Motors, Germany,,30/09/2020
BR0824,Honda India Motors, Ghana,,01/10/2020
BR0834,Hudson Motors, Gibraltar (UK),,02/10/2020
BR0844,Humber Motors, Greece,,03/10/2020
BR0854,Hummer Motors, Greenland (Denmark),,04/10/2020
BR0864,Hyundai Motors, Grenada,,05/10/2020
BR0874,"IFA (including Trabant, Wartburg, Barkas) Motors", Guam (US),,06/10/2020
BR0884,Infiniti Motors, Guatemala,,07/10/2020
BR0894,Innocenti Motors, Guernsey (UK),,08/10/2020
BR0904,Invicta Motors, Guinea,,09/10/2020
BR0914,Isdera Motors, Guinea-Bissau,,10/10/2020
BR0924,Iso Motors, Guyana,,11/10/2020
BR0934,Isotta Fraschini Motors, Haiti,,12/10/2020
BR0944,Isuzu Motors, Honduras,,13/10/2020
BR0954,Iveco Motors, Hungary,,14/10/2020
BR0964,Jaguar Motors, Iceland,,15/10/2020
BR0974,Jeep Motors, India,,16/10/2020
BR0984,Jensen Motors, Indonesia,,17/10/2020
BR0994,JPX Motors, Iran,,18/10/2020
BR1004,Kia Motors, Iraq,,19/10/2020
BR1014,Koenigsegg Motors, Ireland,,20/10/2020
BR1024,KTM Motors, Isle of Man (UK),,21/10/2020
BR1034,Lada Motors, Israel,,22/10/2020
BR1044,Lamborghini Motors, Italy,,23/10/2020
BR1054,Lancia Motors, Jamaica,,24/10/2020
BR1064,Land Rover Motors, Japan,,25/10/2020
BR1074,Lexus Motors, Jersey (UK),,26/10/2020
BR1084,Ligier Motors, Jordan,,27/10/2020
BR1094,Lincoln Motors, Kazakhstan,,28/10/2020
BR1104,Lotus Motors, Kenya,,29/10/2020
BR1114,LTI Motors, Kiribati,,30/10/2020
BR1124,LuAZ Motors," Korea, North",,31/10/2020
BR1134,Lynx Motors," Korea, South",,01/11/2020
BR1144,Mahindra Motors, Kosovo,,02/11/2020
BR1154,Marcos Motors, Kuwait,,03/11/2020
BR1164,Marlin Motors, Kyrgyzstan,,04/11/2020
BR1174,Maruti Motors, Laos,,05/11/2020
BR1184,Maserati Motors, Latvia,,06/11/2020
BR1194,Mastretta Motors, Lebanon,,07/11/2020
BR1204,"Matra (including Deutsch-Bonnet, René Bonnet) Motors", Lesotho,,08/11/2020
BR1214,Mazda Motors, Liberia,,09/11/2020
BR1224,Mazzanti Motors, Libya,,10/11/2020
BR1234,McLaren Motors, Liechtenstein,,11/11/2020
BR1244,Mercedes-Benz (including Maybach) Motors, Lithuania,,12/11/2020
BR1254,Mercury Motors, Luxembourg,,13/11/2020
BR1264,Merkur Motors, Madagascar,,14/11/2020
BR1274,Messerschmitt Motors, Malawi,,15/11/2020
BR1284,Mia Motors, Malaysia,,16/11/2020
BR1294,Micro Motors, Maldives,,17/11/2020
BR1304,Mini Motors, Mali,,18/11/2020
BR1314,Mitsubishi Motors, Malta,,19/11/2020
BR1324,Monica Motors, Marshall Islands,,20/11/2020
BR1334,Monteverdi Motors, Mauritania,,21/11/2020
BR1344,Morgan Motors, Mauritius,,22/11/2020
BR1354,Moskwitch Motors, Mayotte (France),,23/11/2020
BR1364,Nash Motors, Mexico,,24/11/2020
BR1374,Naza Motors, Federated States of Micronesia,,25/11/2020
BR1384,Nissan Motors, Moldova,,26/11/2020
BR1394,Nissan India Motors, Monaco,,27/11/2020
BR1404,Noble Motors, Mongolia,,28/11/2020
BR1414,NSU Motors, Montenegro,,29/11/2020
BR1424,Oldsmobile Motors, Montserrat (UK),,30/11/2020
BR1434,Oltcit Motors, Morocco,,01/12/2020
BR1444,Opel Motors, Mozambique,,02/12/2020
BR1454,Packard Motors, Myanmar,,03/12/2020
BR1464,Pagani Motors, Namibia,,04/12/2020
BR1474,Panhard Motors, Nauru,,05/12/2020
BR1484,Panoz Motors,   Nepal,,06/12/2020
BR1494,Panther Motors, Netherlands,,07/12/2020
BR1504,Peel Motors, New Caledonia (France),,08/12/2020
BR1514,Perodua Motors, New Zealand,,09/12/2020
BR1524,Peugeot Motors, Nicaragua,,10/12/2020
BR1534,PGO Motors, Niger,,11/12/2020
BR1544,Piaggio Motors, Nigeria,,12/12/2020
BR1554,Plymouth Motors, Niue (New Zealand),,13/12/2020
BR1564,Polestar Motors, Norfolk Island (Australia),,14/12/2020
BR1574,"Pontiac, Asüna Motors", North Macedonia,,15/12/2020
BR1584,Porsche Motors, Northern Cyprus,,16/12/2020
BR1594,Premier Motors, Northern Mariana Islands (US),,17/12/2020
BR1604,Proton Motors, Norway,,18/12/2020
BR1614,Puma Motors, Oman,,19/12/2020
BR1624,Ranger Motors, Pakistan,,20/12/2020
BR1634,Reliant Motors, Palau,,21/12/2020
BR1644,Renault Motors, State of Palestine,,22/12/2020
BR1654,Rivian Motors, Panama,,23/12/2020
BR1664,Rolls-Royce Motors, Papua New Guinea,,24/12/2020
BR1674,Saab Motors, Paraguay,,25/12/2020
BR1684,SAIC Motor Motors, Peru,,26/12/2020
BR1694,Saleen Motors, Philippines,,27/12/2020
BR1704,Samsung Motors, Pitcairn Islands (UK),,28/12/2020
BR1714,San Motors, Poland,,29/12/2020
BR1724,Santa Matilde Motors, Portugal,,30/12/2020
BR1734,Santana Motors, Puerto Rico (US),,31/12/2020
BR1744,Saturn Motors, Qatar,,01/01/2021
BR1754,Scion Motors, Romania,,02/01/2021
BR1764,Seat Motors, Russia,,03/01/2021
BR1774,Shelby SuperCars Motors, Rwanda,,04/01/2021
BR1784,Simca Motors, Saint Barthélemy (France),,05/01/2021
BR1794,Simca do Brasil Motors, Saint Helena (UK),,06/01/2021
BR1804,Singer Motors, Saint Kitts and Nevis,,07/01/2021
BR1814,Skoda Motors, Saint Lucia,,08/01/2021
BR1824,Smart Motors, Saint Martin (France),,09/01/2021
BR1834,Spyker Motors, Saint Pierre and Miquelon (France),,10/01/2021
BR1844,SsangYong Motors, Saint Vincent and the Grenadines,,11/01/2021
BR1854,Standard-Triumph Motors, Samoa,,12/01/2021
BR1864,Studebaker Motors, San Marino,,13/01/2021
BR1874,Subaru Motors, São Tomé and Príncipe,,14/01/2021
BR1884,Sunbeam Motors, Saudi Arabia,,15/01/2021
BR1894,Suzuki Motors, Senegal,,16/01/2021
BR1904,Tata Motors, Serbia,,17/01/2021
BR1914,Tatra Motors, Seychelles,,18/01/2021
BR1924,Tazzari Motors, Sierra Leone,,19/01/2021
BR1934,Tesla Motors, Singapore,,20/01/2021
BR1944,Tornado Motors, Sint Maarten (Netherlands),,21/01/2021
BR1954,Toyota Motors, Slovakia,,22/01/2021
BR1964,Toyota India Motors, Slovenia,,23/01/2021
BR1974,Turner Motors, Solomon Islands,,24/01/2021
BR1984,TVR Motors, Somalia,,25/01/2021
BR1994,UAZ Motors, Somaliland,,26/01/2021
BR2004,Vauxhall Motors, South Africa,,27/01/2021
BR2014,Venturi Motors, South Georgia and the South Sandwich Islands (UK),,28/01/2021
BR2024,Volkswagen Motors, South Ossetia,,29/01/2021
BR2034,Volkswagen do Brasil Motors, South Sudan,,30/01/2021
BR2044,Volkswagen South Africa Motors, Spain,,31/01/2021
BR2054,Volvo Motors, Sri Lanka,,01/02/2021
BR2064,Westfield Motors, Sudan,,02/02/2021
BR2074,Wiesmann Motors, Suriname,,03/02/2021
BR2084,Zastava Motors, Svalbard and Jan Mayen (Norway),,04/02/2021
BR2094,ZAZ Motors, Sweden,,05/02/2021
BR2104,ZIL Motors,  Switzerland,,06/02/2021
BR2114,Audi Motors, Syria,,07/02/2021
BR2124,DKW Motors, Taiwan,,08/02/2021
BR2134,Horch Motors, Tajikistan,,09/02/2021
BR2144,Wanderer Motors, Tanzania,,10/02/2021
BR2154,Maybach  Motors, Thailand,,11/02/2021
BR2164,Izh  Motors, Togo,,12/02/2021
BR2174,Lagonda  Motors, Tokelau (New Zealand),,13/02/2021
BR2184,MG  Motors, Tonga,,14/02/2021
